timestamp,client_ip,endpoint_uri,http_method,response_time_ms,status_code,bytes_sent,is_anomaly,anomaly_type
2026-01-07T17:37:12,10.6.62.29,/api/v1/transfers/internal,POST,30.55,200,1569,0,normal
2026-01-07T17:54:53,10.9.210.81,/api/v1/accounts/balance,GET,81.38,200,1972,0,normal
2026-01-07T18:24:39,10.4.70.124,/api/v1/accounts/balance,GET,49.76,200,2181,0,normal
2026-01-07T18:33:12,10.23.218.144,/api/v1/cards/lock,PUT,69.73,204,5123,0,normal
2026-01-07T18:40:25,10.12.252.237,/api/v1/qr/pay,GET,29.63,200,5171,0,normal
2026-01-07T18:43:58,10.29.91.37,/api/v1/cards/transactions,GET,47.74,200,3665,0,normal
2026-01-07T19:24:41,10.17.156.150,/api/v1/loans/status,GET,77.0,400,1100,0,normal
2026-01-07T20:46:20,10.31.131.230,/api/v1/ibanking/session,GET,60.41,200,5207,0,normal
2026-01-07T20:58:06,10.21.170.166,/api/v1/transfers/internal,POST,236.11,200,2746,0,normal
2026-01-08T00:32:42,10.19.229.73,/api/v1/cards/transactions,GET,59.36,201,4881,0,normal
2026-01-08T00:39:41,10.23.80.6,/api/v1/loans/status,POST,93.8,200,4781,0,normal
2026-01-08T00:52:45,10.0.169.28,/api/v1/accounts/balance,POST,120.24,204,273,0,normal
2026-01-08T01:27:07,10.9.210.81,/api/v1/transfers/napas,POST,56.82,200,5066,0,normal
2026-01-08T01:45:57,10.13.243.84,/api/v1/accounts/statements,GET,47.25,200,4556,0,normal
2026-01-08T03:05:39,10.48.113.226,/api/v1/ibanking/session,GET,82.96,200,1991,0,normal
2026-01-08T03:27:24,10.47.132.73,/api/v1/payments/bill,POST,59.41,200,2159,0,normal
2026-01-08T03:50:16,10.39.130.33,/api/v1/savings/deposit,GET,51.92,201,2196,0,normal
2026-01-08T04:28:07,10.48.235.127,/api/v1/qr/pay,GET,86.95,200,1136,0,normal
2026-01-08T09:21:36,10.15.235.37,/api/v1/auth/otp/verify,POST,760.38,500,1156,1,system_error
2026-01-08T09:34:36,10.45.234.152,/api/v1/qr/pay,POST,15835.01,504,2771,1,high_latency
2026-01-08T10:07:16,10.39.164.102,/api/v1/accounts/balance,POST,1840.0,503,1059,1,system_error
2026-01-08T16:12:06,10.41.139.113,/api/v1/savings/deposit,GET,65.85,200,5682,0,normal
2026-01-08T16:26:09,10.40.244.27,/api/v1/accounts/statements,GET,49.89,204,1837,0,normal
2026-01-08T16:38:08,10.24.11.139,/api/v1/transfers/internal,POST,74.11,200,4830,0,normal
2026-01-08T17:45:32,10.31.178.25,/api/v1/qr/pay,POST,103.36,204,1270,0,normal
2026-01-08T17:45:59,10.6.144.235,/api/v1/qr/pay,GET,62.78,200,4121,0,normal
2026-01-08T17:47:38,10.48.104.83,/api/v1/cards/lock,PUT,57.5,200,1085,0,normal
2026-01-08T18:05:15,10.6.212.51,/api/v1/auth/otp/verify,POST,49.49,400,690,0,normal
2026-01-08T18:11:33,10.23.202.48,/api/v1/cards/lock,POST,116.26,200,3078,0,normal
2026-01-08T18:32:39,10.15.141.80,/api/v1/auth/otp/verify,POST,49.87,200,1259,0,normal
2026-01-08T19:06:00,10.4.87.30,/api/v1/auth/otp/verify,POST,86.86,200,570,0,normal
2026-01-08T20:18:55,10.27.120.205,/api/v1/ibanking/session,POST,66.63,200,725,0,normal
2026-01-09T00:08:18,10.3.195.146,/api/v1/transfers/internal,POST,106.73,400,353,0,normal
2026-01-09T00:15:00,10.46.108.29,/api/v1/cards/transactions,GET,51.82,200,5956,0,normal
2026-01-09T00:22:48,10.5.137.6,/api/v1/auth/login,POST,53.93,204,5296,0,normal
2026-01-09T00:36:59,10.48.80.52,/api/v1/accounts/statements,GET,76.96,200,5123,0,normal
2026-01-09T00:53:04,10.37.153.74,/api/v1/ibanking/session,GET,54.85,200,3314,0,normal
2026-01-09T01:02:20,10.5.71.62,/api/v1/payments/bill,POST,76.08,200,2783,0,normal
2026-01-09T01:02:45,10.13.243.84,/api/v1/transfers/internal,POST,64.08,200,4195,0,normal
2026-01-09T01:06:43,10.13.182.200,/api/v1/payments/bill,POST,44.22,200,5991,0,normal
2026-01-09T01:29:39,10.4.87.30,/api/v1/cards/transactions,POST,81.1,200,5758,0,normal
2026-01-09T01:40:04,10.49.148.114,/api/v1/qr/pay,GET,48.1,200,3973,0,normal
2026-01-09T02:04:01,10.39.164.102,/api/v1/cards/lock,POST,80.46,200,5936,0,normal
2026-01-09T02:37:04,10.16.245.93,/api/v1/savings/deposit,GET,157.01,200,535,0,normal
2026-01-09T02:49:39,10.5.169.171,/api/v1/notifications/push,GET,84.63,200,2118,0,normal
2026-01-09T03:04:42,10.15.141.80,/api/v1/notifications/push,POST,125.16,200,3239,0,normal
2026-01-09T03:06:15,10.28.39.116,/api/v1/cards/lock,POST,48.92,400,1086,0,normal
2026-01-09T03:13:39,10.15.153.8,/api/v1/auth/otp/verify,POST,63.65,204,1895,0,normal
2026-01-09T03:51:15,10.44.138.36,/api/v1/accounts/statements,GET,75.71,200,538,0,normal
2026-01-09T04:03:11,10.1.31.18,/api/v1/auth/otp/verify,POST,49.44,200,3676,0,normal
2026-01-09T04:28:36,10.7.172.27,/api/v1/qr/pay,POST,37.08,204,2575,0,normal
2026-01-09T04:37:40,10.46.108.29,/api/v1/qr/pay,POST,104.04,200,322,0,normal
2026-01-09T04:44:19,10.48.113.226,/api/v1/transfers/internal,POST,105.49,204,1206,0,normal
2026-01-09T04:47:44,10.15.33.124,/api/v1/savings/deposit,GET,81.72,400,4148,0,normal
2026-01-09T10:11:53,10.46.177.194,/api/v1/savings/deposit,POST,486.22,502,656,1,system_error
2026-01-09T16:26:25,10.44.23.190,/api/v1/ibanking/session,POST,101.58,200,3844,0,normal
2026-01-09T16:56:30,10.14.110.168,/api/v1/transfers/internal,POST,56.21,200,1331,0,normal
2026-01-09T16:57:33,10.48.235.127,/api/v1/accounts/statements,POST,45.88,200,4512,0,normal
2026-01-09T16:57:47,10.27.45.118,/api/v1/savings/deposit,GET,103.1,200,3014,0,normal
2026-01-09T17:11:24,10.44.138.36,/api/v1/transfers/napas,POST,35.73,204,3243,0,normal
2026-01-09T17:13:29,10.9.84.168,/api/v1/transfers/internal,POST,25.84,201,2461,0,normal
2026-01-09T17:34:15,10.48.113.226,/api/v1/accounts/statements,GET,12281.08,200,2603,1,high_latency
2026-01-09T17:51:32,10.45.234.152,/api/v1/cards/transactions,GET,204.85,200,3774,0,normal
2026-01-09T18:11:40,10.32.160.22,/api/v1/auth/otp/verify,POST,74.45,204,2521,0,normal
2026-01-09T18:33:14,10.31.200.215,/api/v1/notifications/push,GET,78.13,200,739,0,normal
2026-01-09T18:49:22,10.41.117.205,/api/v1/accounts/balance,GET,85.63,200,5295,0,normal
2026-01-09T18:54:13,10.12.68.60,/api/v1/auth/otp/verify,POST,79.63,201,1694,0,normal
2026-01-09T19:00:29,10.46.38.126,/api/v1/transfers/internal,POST,62.06,400,1295,0,normal
2026-01-09T19:24:56,10.5.137.6,/api/v1/payments/bill,POST,61.83,400,2386,0,normal
2026-01-09T20:00:05,10.6.142.128,/api/v1/auth/otp/verify,POST,41.86,200,826,0,normal
2026-01-09T20:00:22,10.23.179.71,/api/v1/loans/status,GET,39.57,200,3319,0,normal
2026-01-09T20:06:10,10.8.97.61,/api/v1/notifications/push,GET,49.48,200,4354,0,normal
2026-01-09T20:13:09,10.9.92.119,/api/v1/cards/lock,POST,55.52,200,3472,0,normal
2026-01-09T20:20:44,10.33.125.112,/api/v1/accounts/statements,POST,65.58,201,2867,0,normal
2026-01-09T20:21:39,10.33.198.193,/api/v1/savings/deposit,POST,49.68,201,1248,0,normal
2026-01-09T20:33:17,10.21.110.218,/api/v1/auth/otp/verify,POST,69.28,400,454,0,normal
2026-01-09T20:48:04,10.6.62.29,/api/v1/cards/transactions,GET,47.23,200,5259,0,normal
2026-01-10T00:06:31,10.4.70.124,/api/v1/ibanking/session,GET,102.93,200,3283,0,normal
2026-01-10T00:27:11,10.5.137.6,/api/v1/auth/login,POST,98.16,200,550,0,normal
2026-01-10T00:28:22,10.48.67.198,/api/v1/ibanking/session,GET,75.82,201,5232,0,normal
2026-01-10T00:38:39,10.15.254.197,/api/v1/loans/status,POST,28.09,200,616,0,normal
2026-01-10T00:57:48,10.4.70.124,/api/v1/savings/deposit,GET,116.29,200,1326,0,normal
2026-01-10T01:27:50,10.24.11.139,/api/v1/savings/deposit,POST,37.94,200,4631,0,normal
2026-01-10T01:54:45,10.18.46.235,/api/v1/loans/status,POST,73.83,200,2738,0,normal
2026-01-10T02:19:22,10.44.29.132,/api/v1/ibanking/session,GET,71.5,200,4964,0,normal
2026-01-10T02:22:00,10.8.229.127,/api/v1/auth/login,POST,63.34,200,180,0,normal
2026-01-10T02:28:43,10.16.245.93,/api/v1/loans/status,POST,77.23,200,484,0,normal
2026-01-10T02:39:05,10.20.95.225,/api/v1/auth/login,POST,68.52,400,1186,0,normal
2026-01-10T02:52:53,10.20.103.106,/api/v1/payments/bill,POST,47.44,200,1023,0,normal
2026-01-10T03:08:17,10.46.108.29,/api/v1/cards/transactions,GET,76.98,200,2022,0,normal
2026-01-10T04:01:09,10.4.101.247,/api/v1/transfers/napas,POST,133.88,400,2901,0,normal
2026-01-10T04:11:02,10.32.245.220,/api/v1/cards/transactions,GET,89.98,200,430,0,normal
2026-01-10T04:41:42,10.13.115.135,/api/v1/savings/deposit,GET,31.95,200,1273,0,normal
2026-01-10T04:42:34,10.15.235.37,/api/v1/accounts/statements,POST,74.85,200,1664,0,normal
2026-01-10T04:46:43,10.45.32.116,/api/v1/cards/lock,POST,48.69,400,4734,0,normal
2026-01-10T04:52:44,10.30.237.220,/api/v1/qr/pay,POST,104.74,200,1439,0,normal
2026-01-10T15:38:56,10.16.245.93,/api/v1/transfers/internal,POST,5506.48,503,344,1,system_error
2026-01-10T16:00:55,10.49.217.9,/api/v1/auth/otp/verify,POST,144.65,200,4311,0,normal
2026-01-10T16:11:07,10.3.24.114,/api/v1/payments/bill,POST,84.71,200,2729,0,normal
2026-01-10T16:31:32,10.31.42.192,/api/v1/ibanking/session,POST,49.63,200,3696,0,normal
2026-01-10T16:51:09,10.18.46.235,/api/v1/cards/transactions,POST,46.83,200,2535,0,normal
2026-01-10T17:26:43,10.46.41.145,/api/v1/auth/login,POST,107.08,200,5104,0,normal
2026-01-10T17:44:36,10.37.106.2,/api/v1/transfers/napas,POST,48.88,200,4687,0,normal
2026-01-10T17:53:37,10.15.153.8,/api/v1/auth/otp/verify,POST,69.62,204,1736,0,normal
2026-01-10T18:03:09,10.44.16.121,/api/v1/loans/status,GET,86.26,200,4608,0,normal
2026-01-10T18:28:40,10.44.138.36,/api/v1/ibanking/session,POST,96.76,200,2446,0,normal
2026-01-10T18:32:22,10.41.114.127,/api/v1/transfers/internal,POST,54.11,200,4832,0,normal
2026-01-10T19:11:29,10.4.187.189,/api/v1/accounts/statements,GET,60.53,200,4211,0,normal
2026-01-10T19:28:08,10.4.101.247,/api/v1/notifications/push,GET,50.78,400,2538,0,normal
2026-01-10T19:29:23,10.45.94.20,/api/v1/transfers/napas,POST,89.41,201,3411,0,normal
2026-01-10T20:02:58,10.29.91.37,/api/v1/notifications/push,POST,86.23,200,3918,0,normal
2026-01-10T20:47:14,10.14.5.39,/api/v1/payments/bill,POST,11209.02,200,1300,1,high_latency
2026-01-10T20:56:54,10.6.212.51,/api/v1/payments/bill,POST,51.25,200,3218,0,normal
2026-01-11T00:09:53,10.27.45.118,/api/v1/savings/deposit,GET,56.03,200,5760,0,normal
2026-01-11T00:25:00,10.31.144.141,/api/v1/payments/bill,POST,117.9,204,2378,0,normal
2026-01-11T00:25:02,10.23.84.58,/api/v1/savings/deposit,POST,59.71,200,4895,0,normal
2026-01-11T00:30:11,10.39.141.117,/api/v1/loans/status,GET,78.45,200,347,0,normal
2026-01-11T00:41:40,10.23.80.6,/api/v1/payments/bill,POST,42.64,200,1235,0,normal
2026-01-11T01:02:53,10.8.97.61,/api/v1/auth/otp/verify,POST,68.74,200,283,0,normal
2026-01-11T01:06:45,10.15.174.160,/api/v1/notifications/push,GET,59.03,200,1268,0,normal
2026-01-11T01:27:01,10.40.1.202,/api/v1/auth/login,POST,60.05,200,5164,0,normal
2026-01-11T01:30:00,10.27.94.79,/api/v1/accounts/statements,GET,69.76,200,1509,0,normal
2026-01-11T02:08:37,10.9.84.168,/api/v1/notifications/push,GET,46.16,200,3232,0,normal
2026-01-11T02:21:37,10.32.186.184,/api/v1/notifications/push,GET,69.58,200,1533,0,normal
2026-01-11T02:32:46,10.0.169.28,/api/v1/qr/pay,GET,57.29,200,4620,0,normal
2026-01-11T02:36:01,10.17.156.150,/api/v1/transfers/internal,POST,65.49,204,3603,0,normal
2026-01-11T03:38:08,10.23.80.6,/api/v1/loans/status,POST,66.65,200,5008,0,normal
2026-01-11T04:05:30,10.44.29.132,/api/v1/notifications/push,POST,33.73,400,3783,0,normal
2026-01-11T04:12:32,10.25.110.37,/api/v1/transfers/internal,POST,28.97,204,3383,0,normal
2026-01-11T12:09:48,10.42.4.192,/api/v1/payments/bill,POST,7584.66,408,2759,1,high_latency
2026-01-11T16:03:38,10.25.145.10,/api/v1/auth/otp/verify,POST,40.2,200,1193,0,normal
2026-01-11T16:13:47,10.41.227.39,/api/v1/cards/transactions,GET,53.49,200,2795,0,normal
2026-01-11T16:40:02,10.34.117.182,/api/v1/auth/login,POST,61.54,200,315,0,normal
2026-01-11T17:14:22,10.27.94.79,/api/v1/accounts/balance,GET,79.29,200,3192,0,normal
2026-01-11T17:17:42,10.34.126.113,/api/v1/notifications/push,GET,69.81,200,976,0,normal
2026-01-11T17:39:48,10.32.160.22,/api/v1/accounts/statements,GET,92.75,200,5475,0,normal
2026-01-11T18:00:31,10.16.245.93,/api/v1/accounts/statements,GET,32.48,400,598,0,normal
2026-01-11T18:04:06,10.7.172.27,/api/v1/loans/status,GET,125.23,200,1077,0,normal
2026-01-11T18:26:04,10.31.178.25,/api/v1/transfers/napas,POST,79.11,200,2262,0,normal
2026-01-11T18:38:21,10.4.101.247,/api/v1/transfers/internal,POST,49.9,200,5188,0,normal
2026-01-11T18:48:27,10.4.101.247,/api/v1/cards/transactions,GET,96.7,200,4465,0,normal
2026-01-11T19:03:13,10.33.125.112,/api/v1/transfers/napas,POST,76.24,200,2616,0,normal
2026-01-11T19:11:16,10.45.234.152,/api/v1/auth/otp/verify,POST,118.47,200,3540,0,normal
2026-01-11T19:11:57,10.21.78.159,/api/v1/notifications/push,GET,35.05,200,3877,0,normal
2026-01-11T19:14:35,10.15.206.147,/api/v1/transfers/internal,POST,69.08,200,1409,0,normal
2026-01-11T19:23:52,10.36.194.182,/api/v1/payments/bill,POST,41.93,200,5658,0,normal
2026-01-11T19:42:28,10.2.45.125,/api/v1/cards/lock,PUT,119.35,200,5690,0,normal
2026-01-11T19:44:55,10.39.141.117,/api/v1/transfers/internal,POST,104.05,200,5620,0,normal
2026-01-11T19:46:51,10.22.57.24,/api/v1/transfers/napas,POST,69.12,200,4777,0,normal
2026-01-11T20:04:42,10.35.51.183,/api/v1/savings/deposit,GET,96.35,200,5952,0,normal
2026-01-11T20:47:11,10.35.51.183,/api/v1/qr/pay,GET,89.66,204,5325,0,normal
2026-01-11T20:47:28,10.13.182.200,/api/v1/savings/deposit,GET,116.4,200,2561,0,normal
2026-01-11T20:53:47,10.48.104.83,/api/v1/notifications/push,GET,55.19,200,1441,0,normal
2026-01-12T00:03:56,10.12.68.60,/api/v1/payments/bill,POST,77.78,200,1780,0,normal
2026-01-12T00:29:13,10.48.104.83,/api/v1/payments/bill,POST,47.13,201,563,0,normal
2026-01-12T00:38:06,10.39.164.102,/api/v1/transfers/napas,POST,45.17,200,2751,0,normal
2026-01-12T01:57:56,10.35.90.18,/api/v1/cards/lock,POST,72.41,200,4247,0,normal
2026-01-12T02:09:15,10.18.66.2,/api/v1/accounts/balance,GET,33.41,200,2175,0,normal
2026-01-12T02:12:03,10.0.169.28,/api/v1/payments/bill,POST,61.07,201,747,0,normal
2026-01-12T02:23:15,10.48.42.151,/api/v1/cards/lock,POST,82.57,200,4632,0,normal
2026-01-12T02:24:46,10.37.45.93,/api/v1/ibanking/session,GET,95.63,200,5153,0,normal
2026-01-12T02:48:52,10.42.211.71,/api/v1/accounts/statements,GET,152.37,200,5650,0,normal
2026-01-12T02:57:39,10.6.144.235,/api/v1/ibanking/session,GET,65.92,200,3287,0,normal
2026-01-12T03:13:18,10.4.142.202,/api/v1/cards/lock,PUT,79.33,200,221,0,normal
2026-01-12T03:17:28,10.34.117.182,/api/v1/accounts/balance,POST,79.3,200,1084,0,normal
2026-01-12T03:28:57,10.23.179.71,/api/v1/payments/bill,POST,68.53,201,5629,0,normal
2026-01-12T03:41:52,10.7.189.173,/api/v1/auth/otp/verify,POST,137.1,200,5844,0,normal
2026-01-12T03:50:50,10.17.156.150,/api/v1/qr/pay,GET,57.74,400,4427,0,normal
2026-01-12T03:55:21,10.32.186.184,/api/v1/cards/lock,POST,54.25,200,2957,0,normal
2026-01-12T16:01:03,10.40.244.27,/api/v1/auth/login,POST,64.36,201,5388,0,normal
2026-01-12T16:08:28,10.38.85.168,/api/v1/ibanking/session,POST,68.85,200,5074,0,normal
2026-01-12T16:38:16,10.23.33.174,/api/v1/auth/login,POST,58.8,201,4852,0,normal
2026-01-12T16:42:06,10.46.196.82,/api/v1/auth/login,POST,76.74,200,733,0,normal
2026-01-12T17:14:16,10.12.252.237,/api/v1/transfers/internal,POST,112.4,200,5438,0,normal
2026-01-12T17:16:32,10.42.71.233,/api/v1/loans/status,POST,80.19,200,3357,0,normal
2026-01-12T17:17:03,10.40.1.202,/api/v1/qr/pay,POST,35.62,200,3709,0,normal
2026-01-12T17:27:21,10.39.198.169,/api/v1/loans/status,GET,111.52,200,2510,0,normal
2026-01-12T17:38:15,10.14.211.64,/api/v1/accounts/statements,GET,82.58,200,4866,0,normal
2026-01-12T17:56:43,10.21.205.213,/api/v1/notifications/push,POST,52.57,200,1873,0,normal
2026-01-12T18:00:44,10.32.245.220,/api/v1/accounts/statements,POST,36.15,200,1140,0,normal
2026-01-12T18:07:35,10.4.197.166,/api/v1/cards/transactions,GET,48.07,200,3093,0,normal
2026-01-12T18:10:10,10.24.11.139,/api/v1/savings/deposit,GET,54.33,200,5726,0,normal
2026-01-12T18:56:55,10.15.33.124,/api/v1/accounts/statements,GET,86.4,400,416,0,normal
2026-01-12T19:08:50,10.7.148.24,/api/v1/cards/lock,POST,59.96,200,5767,0,normal
2026-01-12T19:21:05,10.39.198.169,/api/v1/transfers/napas,POST,116.97,200,3486,0,normal
2026-01-12T19:48:37,10.33.198.193,/api/v1/savings/deposit,GET,49.42,200,3404,0,normal
2026-01-12T20:16:56,10.35.90.18,/api/v1/payments/bill,POST,119.67,200,4607,0,normal
